Year_Month,Day,Month,Fiscal_Year
41312,2013/2/7,2013_02,2012
41311,2013/2/6,2013_02,2012
41310,2013/2/5,2013_02,2012
41309,2013/2/4,2013_02,2012
41306,2013/2/1,2013_02,2012
2013-02-,2013/2/1,2013_02,2012
H25.2.1，,2013/2/1,2013_02,2012
H25.2下旬,2013/2/1,2013_02,2012
H25.2上旬,2013/2/1,2013_02,2012
H25.2中旬,2013/2/1,2013_02,2012
H25.1.30,2013/1/30,2013_01,2012
41303,2013/1/29,2013_01,2012
H25.1.29,2013/1/29,2013_01,2012
41302,2013/1/28,2013_01,2012
H25.1.28,2013/1/28,2013_01,2012
H25.1.26,2013/1/26,2013_01,2012
H25.1.25,2013/1/25,2013_01,2012
41298,2013/1/24,2013_01,2012
H25.1.24,2013/1/24,2013_01,2012
41297,2013/1/23,2013_01,2012
41295,2013/1/21,2013_01,2012
41291,2013/1/17,2013_01,2012
41290,2013/1/16,2013_01,2012
41289,2013/1/15,2013_01,2012
H25.1.9，,2013/1/9,2013_01,2012
H25.1.7，,2013/1/7,2013_01,2012
2013-01-,2013/1/1,2013_01,2012
H25.1下旬,2013/1/1,2013_01,2012
H25.1上旬,2013/1/1,2013_01,2012
H25.1中旬,2013/1/1,2013_01,2012
41268,2012/12/25,2012_12,2012
41267,2012/12/24,2012_12,2012
41260,2012/12/17,2012_12,2012
41259,2012/12/16,2012_12,2012
41257,2012/12/14,2012_12,2012
41255,2012/12/12,2012_12,2012
41254,2012/12/11,2012_12,2012
41251,2012/12/8,2012_12,2012
41248,2012/12/5,2012_12,2012
41247,2012/12/4,2012_12,2012
H24.12.3,2012/12/3,2012_12,2012
H24.12.2,2012/12/2,2012_12,2012
2012-12-,2012/12/1,2012_12,2012
H24.12.1,2012/12/1,2012_12,2012
H24.12下旬,2012/12/1,2012_12,2012
H24.12月,2012/12/1,2012_12,2012
H24.12上旬,2012/12/1,2012_12,2012
H24.12中旬,2012/12/1,2012_12,2012
41238,2012/11/25,2012_11,2012
41235,2012/11/22,2012_11,2012
41233,2012/11/20,2012_11,2012
41232,2012/11/19,2012_11,2012
41223,2012/11/10,2012_11,2012
H24.11.6,2012/11/6,2012_11,2012
H24.11.5,2012/11/5,2012_11,2012
H24.11.3,2012/11/3,2012_11,2012
H24.11.2,2012/11/2,2012_11,2012
41214,2012/11/1,2012_11,2012
2012-11-,2012/11/1,2012_11,2012
H24.11.1,2012/11/1,2012_11,2012
H24.11下旬,2012/11/1,2012_11,2012
H24.11月,2012/11/1,2012_11,2012
H24.11上旬,2012/11/1,2012_11,2012
H24.11中旬,2012/11/1,2012_11,2012
41213,2012/10/31,2012_10,2012
41211,2012/10/29,2012_10,2012
41192,2012/10/10,2012_10,2012
41191,2012/10/9,2012_10,2012
H24.10.9,2012/10/9,2012_10,2012
41190,2012/10/8,2012_10,2012
41189,2012/10/7,2012_10,2012
H24.10.6,2012/10/6,2012_10,2012
41186,2012/10/4,2012_10,2012
41185,2012/10/3,2012_10,2012
H24.10.3,2012/10/3,2012_10,2012
H24.10.2,2012/10/2,2012_10,2012
2012-10-,2012/10/1,2012_10,2012
H24.10.1,2012/10/1,2012_10,2012
H24.10下旬,2012/10/1,2012_10,2012
H24.10月,2012/10/1,2012_10,2012
H24.10上旬,2012/10/1,2012_10,2012
H24.10中旬,2012/10/1,2012_10,2012
41182,2012/9/30,2012_09,2012
H24.9.30,2012/9/30,2012_09,2012
41180,2012/9/28,2012_09,2012
H24.9.24,2012/9/24,2012_09,2012
H24.9.21,2012/9/21,2012_09,2012
H24.9.20,2012/9/20,2012_09,2012
H24.9.19,2012/9/19,2012_09,2012
41170,2012/9/18,2012_09,2012
H24.9.16,2012/9/16,2012_09,2012
H24.9.15,2012/9/15,2012_09,2012
H24.9.13,2012/9/13,2012_09,2012
41164,2012/9/12,2012_09,2012
41162,2012/9/10,2012_09,2012
H24.9.10,2012/9/10,2012_09,2012
41161,2012/9/9,2012_09,2012
H24.9.9，,2012/9/9,2012_09,2012
H24.9.7，,2012/9/7,2012_09,2012
H24.9.5，,2012/9/5,2012_09,2012
41156,2012/9/4,2012_09,2012
H24.9.4，,2012/9/4,2012_09,2012
41155,2012/9/3,2012_09,2012
H24.9.3，,2012/9/3,2012_09,2012
H24.9.3～,2012/9/3,2012_09,2012
H24.9.2，,2012/9/2,2012_09,2012
2012-09-,2012/9/1,2012_09,2012
H24.9.1，,2012/9/1,2012_09,2012
H24.9.1～,2012/9/1,2012_09,2012
H24.9下旬,2012/9/1,2012_09,2012
H24.9中旬,2012/9/1,2012_09,2012
H24.8.31,2012/8/31,2012_08,2012
H24.8.30,2012/8/30,2012_08,2012
H24.8.29,2012/8/29,2012_08,2012
H24.8.28,2012/8/28,2012_08,2012
H24.8.27,2012/8/27,2012_08,2012
H24.8.26,2012/8/26,2012_08,2012
H24.8.25,2012/8/25,2012_08,2012
H24.8.24,2012/8/24,2012_08,2012
H24.8.23,2012/8/23,2012_08,2012
H24.8.22,2012/8/22,2012_08,2012
H24.8.21,2012/8/21,2012_08,2012
H24.8.20,2012/8/20,2012_08,2012
H24.8.19,2012/8/19,2012_08,2012
H24.8.18,2012/8/18,2012_08,2012
H24.8.17,2012/8/17,2012_08,2012
H24.8.15,2012/8/15,2012_08,2012
41134,2012/8/13,2012_08,2012
41131,2012/8/10,2012_08,2012
H24.8.10,2012/8/10,2012_08,2012
H24.8.7，,2012/8/7,2012_08,2012
H24.8.5～,2012/8/5,2012_08,2012
2012-08-,2012/8/1,2012_08,2012
H24.7.23,2012/7/23,2012_07,2012
41100,2012/7/10,2012_07,2012
H24.7.9～,2012/7/9,2012_07,2012
2012-07-,2012/7/1,2012_07,2012
Ｈ24.7.1，,2012/7/1,2012_07,2012
H24.6.28,2012/6/28,2012_06,2012
H24.6.27,2012/6/27,2012_06,2012
H24.6.25,2012/6/25,2012_06,2012
H24.6.17,2012/6/17,2012_06,2012
H24.6.14,2012/6/14,2012_06,2012
H24.6.12,2012/6/12,2012_06,2012
H24.6.11,2012/6/11,2012_06,2012
H24.6.10,2012/6/10,2012_06,2012
H24.6.9～,2012/6/9,2012_06,2012
H24.6.5～,2012/6/5,2012_06,2012
2012-06-,2012/6/1,2012_06,2012
H24.6下旬,2012/6/1,2012_06,2012
H24.5.28,2012/5/28,2012_05,2012
H24.5.24,2012/5/24,2012_05,2012
H24.5.22,2012/5/22,2012_05,2012
H24.5.21,2012/5/21,2012_05,2012
H24.5.16,2012/5/16,2012_05,2012
H24.5.15,2012/5/15,2012_05,2012
H24.5.13,2012/5/13,2012_05,2012
H24.5.11,2012/5/11,2012_05,2012
H24.5.10,2012/5/10,2012_05,2012
H24.5.8～,2012/5/8,2012_05,2012
H24.5.7～,2012/5/7,2012_05,2012
H24.5.2，,2012/5/2,2012_05,2012
H24.5.2～,2012/5/2,2012_05,2012
2012-05-,2012/5/1,2012_05,2012
H24.5.1，,2012/5/1,2012_05,2012
H24.5.1～,2012/5/1,2012_05,2012
H24.5下旬,2012/5/1,2012_05,2012
H24.5中旬,2012/5/1,2012_05,2012
41024,2012/4/25,2012_04,2012
H24.4.25,2012/4/25,2012_04,2012
H24.4.24,2012/4/24,2012_04,2012
H24.4.23,2012/4/23,2012_04,2012
H24.4.22,2012/4/22,2012_04,2012
H24.4.20,2012/4/20,2012_04,2012
H24.4.19,2012/4/19,2012_04,2012
H24.4.17,2012/4/17,2012_04,2012
H24.4.14,2012/4/14,2012_04,2012
H24.4.13,2012/4/13,2012_04,2012
H24.4.11,2012/4/11,2012_04,2012
H24.4.10,2012/4/10,2012_04,2012
H24.4.8～,2012/4/8,2012_04,2012
H24.4.2～,2012/4/2,2012_04,2012
2012-04-,2012/4/1,2012_04,2012
H24.4中旬,2012/4/1,2012_04,2012
